,election_year,election_round,place_(zz_=_exterior),municipality_code,municipality_name,office,party_number,party_initials,party_name,number_of_votes
1,2014,1,ZZ,98906,CANADA,Presidente,13,PT,Partido dos Trabalhadores,358
2,2014,1,ZZ,11363,ITALIA,Presidente,13,PT,Partido dos Trabalhadores,979
3,2014,1,ZZ,98442,FILIPINAS,Presidente,13,PT,Partido dos Trabalhadores,11
4,2014,1,ZZ,29238,HUNGRIA,Presidente,13,PT,Partido dos Trabalhadores,17
5,2014,1,ZZ,98523,CINGAPURA,Presidente,13,PT,Partido dos Trabalhadores,4
6,2014,1,ZZ,29009,PAISES BAIXOS,Presidente,13,PT,Partido dos Trabalhadores,316
7,2014,1,ZZ,98728,EMIRADOS ARABES,Presidente,13,PT,Partido dos Trabalhadores,15
8,2014,1,ZZ,98140,TRINIDAD TOBAGO,Presidente,13,PT,Partido dos Trabalhadores,1
9,2014,1,ZZ,11380,JAPAO,Presidente,13,PT,Partido dos Trabalhadores,79
10,2014,1,ZZ,29653,CATAR,Presidente,13,PT,Partido dos Trabalhadores,13
11,2014,1,ZZ,11380,JAPAO,Presidente,13,PT,Partido dos Trabalhadores,108
12,2014,1,ZZ,29116,MOCAMBIQUE,Presidente,13,PT,Partido dos Trabalhadores,94
13,2014,1,ZZ,11266,ESTADOS UNIDOS,Presidente,13,PT,Partido dos Trabalhadores,177
14,2014,1,ZZ,11380,JAPAO,Presidente,13,PT,Partido dos Trabalhadores,118
15,2014,1,ZZ,39322,CHIPRE,Presidente,13,PT,Partido dos Trabalhadores,9
16,2014,1,ZZ,11509,PORTUGAL,Presidente,13,PT,Partido dos Trabalhadores,1433
17,2014,1,ZZ,11380,JAPAO,Presidente,13,PT,Partido dos Trabalhadores,147
18,2014,1,ZZ,11444,PARAGUAI,Presidente,13,PT,Partido dos Trabalhadores,51
19,2014,1,ZZ,39020,CROACIA,Presidente,13,PT,Partido dos Trabalhadores,3
20,2014,1,ZZ,11363,ITALIA,Presidente,13,PT,Partido dos Trabalhadores,647
21,2014,1,ZZ,11460,PERU,Presidente,13,PT,Partido dos Trabalhadores,110
22,2014,1,ZZ,11509,PORTUGAL,Presidente,13,PT,Partido dos Trabalhadores,1263
23,2014,1,ZZ,98922,BELGICA,Presidente,13,PT,Partido dos Trabalhadores,299
24,2014,1,ZZ,11444,PARAGUAI,Presidente,13,PT,Partido dos Trabalhadores,485
25,2014,1,ZZ,11827,GRECIA,Presidente,13,PT,Partido dos Trabalhadores,50
26,2014,1,ZZ,30414,PALESTINA,Presidente,13,PT,Partido dos Trabalhadores,315
27,2014,1,ZZ,11100,ALEMANHA,Presidente,13,PT,Partido dos Trabalhadores,404
28,2014,1,ZZ,29378,SERVIA,Presidente,13,PT,Partido dos Trabalhadores,5
29,2014,1,ZZ,98604,CABO VERDE,Presidente,13,PT,Partido dos Trabalhadores,22
30,2014,1,ZZ,29068,NAMIBIA,Presidente,13,PT,Partido dos Trabalhadores,10
31,2014,1,ZZ,11185,COLOMBIA,Presidente,13,PT,Partido dos Trabalhadores,117
32,2014,1,ZZ,98345,NORUEGA,Presidente,13,PT,Partido dos Trabalhadores,86
33,2014,1,ZZ,98949,AUSTRIA,Presidente,13,PT,Partido dos Trabalhadores,127
34,2014,1,ZZ,11380,JAPAO,Presidente,13,PT,Partido dos Trabalhadores,37
35,2014,1,ZZ,98868,CUBA,Presidente,13,PT,Partido dos Trabalhadores,84
36,2014,1,ZZ,98906,CANADA,Presidente,13,PT,Partido dos Trabalhadores,90
37,2014,1,ZZ,11320,GUIANA FRANCESA,Presidente,13,PT,Partido dos Trabalhadores,759
