Election Year,Place (ZZ = Exterior),Municipality Code,Municipality Name,Gender Code,Gender Description,Marital Status Code,Marital Status Description,Age Group Code,Age Group Description,Educational Attainment Code,Educational Attainment Description,Quantity of Voters
ANO_ELEICAO,SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,CD_GENERO,DS_GENERO,CD_ESTADO_CIVIL,DS_ESTADO_CIVIL,CD_FAIXA_ETARIA,DS_FAIXA_ETARIA,CD_GRAU_ESCOLARIDADE,DS_GRAU_ESCOLARIDADE,QT_ELEITORES_PERFIL
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,2124,21 a 24 anos                  ,2,LÊ E ESCREVE,1
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,2124,21 a 24 anos                  ,3,ENSINO FUNDAMENTAL INCOMPLETO,6
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,2124,21 a 24 anos                  ,4,ENSINO FUNDAMENTAL COMPLETO,13
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,2124,21 a 24 anos                  ,5,ENSINO MÉDIO INCOMPLETO,55
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,2124,21 a 24 anos                  ,6,ENSINO MÉDIO COMPLETO,93
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,2124,21 a 24 anos                  ,7,SUPERIOR INCOMPLETO,29
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,2124,21 a 24 anos                  ,8,SUPERIOR COMPLETO,9
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,2529,25 a 29 anos                  ,2,LÊ E ESCREVE,4
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,2529,25 a 29 anos                  ,3,ENSINO FUNDAMENTAL INCOMPLETO,7
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,2529,25 a 29 anos                  ,4,ENSINO FUNDAMENTAL COMPLETO,11
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,2529,25 a 29 anos                  ,5,ENSINO MÉDIO INCOMPLETO,20
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,2529,25 a 29 anos                  ,6,ENSINO MÉDIO COMPLETO,72
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,2529,25 a 29 anos                  ,7,SUPERIOR INCOMPLETO,38
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,2529,25 a 29 anos                  ,8,SUPERIOR COMPLETO,41
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,3034,30 a 34 anos                  ,2,LÊ E ESCREVE,3
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,3034,30 a 34 anos                  ,3,ENSINO FUNDAMENTAL INCOMPLETO,6
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,3034,30 a 34 anos                  ,4,ENSINO FUNDAMENTAL COMPLETO,2
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,3034,30 a 34 anos                  ,5,ENSINO MÉDIO INCOMPLETO,13
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,3034,30 a 34 anos                  ,6,ENSINO MÉDIO COMPLETO,53
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,3034,30 a 34 anos                  ,7,SUPERIOR INCOMPLETO,18
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,3034,30 a 34 anos                  ,8,SUPERIOR COMPLETO,50
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,3539,35 a 39 anos                  ,2,LÊ E ESCREVE,3
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,3539,35 a 39 anos                  ,3,ENSINO FUNDAMENTAL INCOMPLETO,8
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,3539,35 a 39 anos                  ,4,ENSINO FUNDAMENTAL COMPLETO,10
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,3539,35 a 39 anos                  ,5,ENSINO MÉDIO INCOMPLETO,6
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,3539,35 a 39 anos                  ,6,ENSINO MÉDIO COMPLETO,25
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,3539,35 a 39 anos                  ,7,SUPERIOR INCOMPLETO,5
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,3539,35 a 39 anos                  ,8,SUPERIOR COMPLETO,50
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,4044,40 a 44 anos                  ,2,LÊ E ESCREVE,2
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,4044,40 a 44 anos                  ,3,ENSINO FUNDAMENTAL INCOMPLETO,1
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,4044,40 a 44 anos                  ,4,ENSINO FUNDAMENTAL COMPLETO,8
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,4044,40 a 44 anos                  ,5,ENSINO MÉDIO INCOMPLETO,2
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,4044,40 a 44 anos                  ,6,ENSINO MÉDIO COMPLETO,20
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,4044,40 a 44 anos                  ,7,SUPERIOR INCOMPLETO,7
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,4044,40 a 44 anos                  ,8,SUPERIOR COMPLETO,29
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,4549,45 a 49 anos                  ,4,ENSINO FUNDAMENTAL COMPLETO,4
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,4549,45 a 49 anos                  ,5,ENSINO MÉDIO INCOMPLETO,1
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,4549,45 a 49 anos                  ,6,ENSINO MÉDIO COMPLETO,15
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,4549,45 a 49 anos                  ,7,SUPERIOR INCOMPLETO,4
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,4549,45 a 49 anos                  ,8,SUPERIOR COMPLETO,25
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,5054,50 a 54 anos                  ,2,LÊ E ESCREVE,1
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,5054,50 a 54 anos                  ,3,ENSINO FUNDAMENTAL INCOMPLETO,2
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,5054,50 a 54 anos                  ,5,ENSINO MÉDIO INCOMPLETO,3
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,5054,50 a 54 anos                  ,6,ENSINO MÉDIO COMPLETO,7
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,5054,50 a 54 anos                  ,7,SUPERIOR INCOMPLETO,1
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,5054,50 a 54 anos                  ,8,SUPERIOR COMPLETO,17
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,5559,55 a 59 anos                  ,2,LÊ E ESCREVE,1
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,5559,55 a 59 anos                  ,5,ENSINO MÉDIO INCOMPLETO,1
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,5559,55 a 59 anos                  ,6,ENSINO MÉDIO COMPLETO,2
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,5559,55 a 59 anos                  ,7,SUPERIOR INCOMPLETO,3
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,5559,55 a 59 anos                  ,8,SUPERIOR COMPLETO,10
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,6064,60 a 64 anos                  ,2,LÊ E ESCREVE,1
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,6064,60 a 64 anos                  ,8,SUPERIOR COMPLETO,2
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,6569,65 a 69 anos                  ,5,ENSINO MÉDIO INCOMPLETO,1
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,6569,65 a 69 anos                  ,6,ENSINO MÉDIO COMPLETO,1
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,6569,65 a 69 anos                  ,8,SUPERIOR COMPLETO,1
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,1,SOLTEIRO,7579,75 a 79 anos                  ,8,SUPERIOR COMPLETO,1
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,2124,21 a 24 anos                  ,4,ENSINO FUNDAMENTAL COMPLETO,1
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,2124,21 a 24 anos                  ,5,ENSINO MÉDIO INCOMPLETO,2
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,2124,21 a 24 anos                  ,6,ENSINO MÉDIO COMPLETO,2
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,2529,25 a 29 anos                  ,4,ENSINO FUNDAMENTAL COMPLETO,3
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,2529,25 a 29 anos                  ,5,ENSINO MÉDIO INCOMPLETO,4
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,2529,25 a 29 anos                  ,6,ENSINO MÉDIO COMPLETO,11
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,2529,25 a 29 anos                  ,7,SUPERIOR INCOMPLETO,10
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,2529,25 a 29 anos                  ,8,SUPERIOR COMPLETO,6
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,3034,30 a 34 anos                  ,3,ENSINO FUNDAMENTAL INCOMPLETO,3
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,3034,30 a 34 anos                  ,4,ENSINO FUNDAMENTAL COMPLETO,7
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,3034,30 a 34 anos                  ,5,ENSINO MÉDIO INCOMPLETO,10
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,3034,30 a 34 anos                  ,6,ENSINO MÉDIO COMPLETO,47
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,3034,30 a 34 anos                  ,7,SUPERIOR INCOMPLETO,10
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,3034,30 a 34 anos                  ,8,SUPERIOR COMPLETO,39
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,3539,35 a 39 anos                  ,2,LÊ E ESCREVE,2
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,3539,35 a 39 anos                  ,3,ENSINO FUNDAMENTAL INCOMPLETO,7
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,3539,35 a 39 anos                  ,4,ENSINO FUNDAMENTAL COMPLETO,9
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,3539,35 a 39 anos                  ,5,ENSINO MÉDIO INCOMPLETO,7
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,3539,35 a 39 anos                  ,6,ENSINO MÉDIO COMPLETO,35
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,3539,35 a 39 anos                  ,7,SUPERIOR INCOMPLETO,11
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,3539,35 a 39 anos                  ,8,SUPERIOR COMPLETO,78
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,4044,40 a 44 anos                  ,1,ANALFABETO,1
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,4044,40 a 44 anos                  ,3,ENSINO FUNDAMENTAL INCOMPLETO,7
2014,ZZ,29700,GENEBRA-SUIC,2,MASCULINO,3,CASADO,4044,40 a 44 anos                  ,4,ENSINO FUNDAMENTAL COMPLETO,13
